id,attr_time,attr_lat,attr_lng
1,1437067246000,49.44992586,8.89875751
2,1437067256000,49.44989872,8.89874569
3,1437067266000,49.44978643,8.89886067
4,1437067276000,49.44974884,8.89894907
5,1437067287000,49.44971435,8.89892994
6,1437067297000,49.44964627,8.89883763
7,1437067307000,49.44928092,8.89823201
8,1437067316000,49.44902299,8.89828749
9,1437067327000,49.4491203,8.89836099
10,1437067337000,49.44890279,8.89861624
11,1437067348000,49.44884216,8.89879589
12,1437067358000,49.4488927,8.8989412
13,1437067369000,49.44886329,8.89868806
14,1437067381000,49.44885509,8.89865472
15,1437067389000,49.44885176,8.8986096
16,1437067400000,49.44880313,8.89855044
17,1437067410000,49.44873241,8.89862305
18,1437067419000,49.4487735,8.89866361
19,1437067430000,49.44881836,8.89868502
20,1437067440000,49.44881788,8.89869202
21,1437067450000,49.44881353,8.89869396
22,1437067460000,49.44881757,8.89870122
23,1437067470000,49.44881926,8.89870255
24,1437067481000,49.44882133,8.89872003
25,1437067491000,49.44882207,8.89871963
26,1437067502000,49.44885935,8.89871314
27,1437067511000,49.44885782,8.89872327
28,1437067522000,49.44881905,8.89943233
29,1437067531000,49.44895522,8.89936725
30,1437067542000,49.44891074,8.89939781
31,1437067552000,49.4488466,8.89950503
32,1437067562000,49.44882046,8.89958205
33,1437067572000,49.44886355,8.89955273
34,1437067583000,49.44888958,8.8995347
35,1437067594000,49.44888667,8.89954144
36,1437067604000,49.44888658,8.89954299
37,1437067614000,49.44888689,8.8995386
38,1437067625000,49.44888764,8.89968717
39,1437067633000,49.44887129,8.89973724
40,1437067647000,49.44884309,8.89986312
41,1437067656000,49.44882365,8.89994097
42,1437067666000,49.4488379,8.89996874
43,1437067685000,49.44879918,8.90008905
