id,attr_time,attr_lat,attr_lng
1,1437067249000,49.4492294,8.89895716
2,1437067262000,49.44943536,8.89882732
3,1437067272000,49.44974554,8.89862369
4,1437067282000,49.44974897,8.898603
5,1437067291000,49.4497413,8.89861858
6,1437067301000,49.44975219,8.89859303
7,1437067312000,49.44970284,8.89860229
8,1437067321000,49.44970214,8.89859909
9,1437067333000,49.44969418,8.89859659
10,1437067343000,49.44968086,8.89859083
11,1437067357000,49.44968085,8.89859082
12,1437067364000,49.44968084,8.89859083
13,1437067419000,49.44965447,8.89858673
14,1437067430000,49.44890935,8.89877376
15,1437067441000,49.44872462,8.89897682
16,1437067452000,49.44874363,8.89898469
17,1437067479000,49.44891309,8.89881319
18,1437067490000,49.44897606,8.89883293
19,1437067510000,49.44893027,8.89900348
20,1437067526000,49.44884319,8.89941263
21,1437067531000,49.44913527,8.89914212
22,1437067543000,49.44915584,8.89915647
23,1437067553000,49.44905801,8.89925644
24,1437067567000,49.44903028,8.89947165
25,1437067573000,49.44910618,8.89963503
26,1437067583000,49.44866394,8.89914774
27,1437067618000,49.4489444,8.89992491
28,1437067634000,49.44863128,8.90004441
29,1437067669000,49.44874186,8.90028798
