id,attr_time,attr_lat,attr_lng
1,1437067253000,49.44965633,8.89821751
2,1437067263000,49.44962343,8.8983747
3,1437067273000,49.44953943,8.89829955
4,1437067284000,49.44953235,8.89840417
5,1437067293000,49.44949033,8.8983843
6,1437067304000,49.44935338,8.89841996
7,1437067314000,49.44924963,8.89825384
8,1437067324000,49.44925066,8.89816059
9,1437067334000,49.44920252,8.89833749
10,1437067345000,49.44903794,8.89852063
11,1437067356000,49.44904097,8.898711
12,1437067365000,49.44907238,8.89844246
13,1437067376000,49.4489077,8.89851072
14,1437067386000,49.44899129,8.89817116
15,1437067396000,49.44885601,8.89836575
16,1437067406000,49.44878946,8.89831843
17,1437067416000,49.44879885,8.89842
18,1437067427000,49.4487864,8.8984731
19,1437067437000,49.448791,8.89851658
20,1437067447000,49.44890938,8.89865411
21,1437067457000,49.44887161,8.89867553
22,1437067468000,49.4489439,8.89895678
23,1437067478000,49.44895489,8.89906164
24,1437067488000,49.44898793,8.89900323
25,1437067498000,49.44906015,8.89927072
26,1437067509000,49.44894488,8.89933042
27,1437067519000,49.44895429,8.89928558
28,1437067530000,49.44891419,8.89931333
29,1437067539000,49.44893473,8.8993149
30,1437067549000,49.4489166,8.89938307
31,1437067560000,49.44890154,8.89946945
32,1437067570000,49.44888238,8.89944668
33,1437067580000,49.44886795,8.89949019
34,1437067590000,49.44890595,8.89953533
35,1437067602000,49.44889598,8.89953305
36,1437067612000,49.44891479,8.89956014
37,1437067621000,49.44892297,8.89956664
38,1437067631000,49.44891807,8.89957229
39,1437067642000,49.44886713,8.89969549
40,1437067653000,49.44880369,8.89978414
41,1437067663000,49.44830256,8.89992663
42,1437067673000,49.44842002,8.89976498
43,1437067683000,49.44879665,8.90009044
