id,attr_time,attr_lat,attr_lng
1,1436599559000,49.44879758,8.89984943
2,1436599649000,49.4487983,8.89984681
3,1436599661000,49.44879857,8.89984625
4,1436599679000,49.44881213,8.89977147
5,1436599698000,49.44881733,8.89976043
6,1436599711000,49.44882035,8.89976859
7,1436599720000,49.44882062,8.89972767
8,1436599736000,49.44882063,8.89972763
9,1436599741000,49.44882066,8.89972751
10,1436599754000,49.44882029,8.89972636
11,1436599761000,49.44882208,8.89971038
12,1436599773000,49.44882675,8.8996959
13,1436599784000,49.44883069,8.89927609
14,1436599791000,49.44874828,8.89922055
15,1436599802000,49.4487898,8.89903834
16,1436599813000,49.44882776,8.89881071
17,1436599824000,49.44879547,8.89860369
18,1436599833000,49.44875782,8.89852435
19,1436599843000,49.44876811,8.89830796
20,1436599855000,49.44870408,8.89847372
21,1436599865000,49.4486972,8.89832907
22,1436599876000,49.44870402,8.89846228
23,1436599885000,49.44872418,8.89846273
24,1436599896000,49.44883054,8.89835157
25,1436599907000,49.44887929,8.89836848
26,1436599917000,49.44889616,8.89827533
27,1436599939000,49.44924911,8.89815568
28,1436599955000,49.44930771,8.89819118
29,1436599987000,49.44919056,8.89841659
30,1436599995000,49.44926677,8.89841794
31,1436600006000,49.44925611,8.89834744
32,1436600017000,49.4491661,8.89860922
33,1436600026000,49.44930447,8.89876344
34,1436600037000,49.44937194,8.8987574
35,1436600058000,49.44927817,8.89820108
36,1436600079000,49.44923261,8.89824772
37,1436600091000,49.44926362,8.89823683
38,1436600102000,49.44929757,8.89822738
39,1436600114000,49.44931227,8.89822292
40,1436600120000,49.44931095,8.89822326
41,1436600134000,49.44931836,8.89821393
42,1436600176000,49.44932542,8.89820969
43,1436600181000,49.4493248,8.89821181
44,1436600192000,49.44932539,8.89820705
45,1436600207000,49.44933395,8.89820405
46,1436600212000,49.44933614,8.89820383
47,1436600239000,49.44932658,8.89820562
48,1436600245000,49.44932653,8.89820597
49,1436600257000,49.44932459,8.8982141
50,1436600265000,49.44932645,8.89821749
51,1436600311000,49.44932594,8.89821934
52,1436600332000,49.44932562,8.89822086
53,1436600348000,49.44932575,8.89822068
54,1436600360000,49.44932523,8.89822406
55,1436600379000,49.44932209,8.8982401
56,1436600391000,49.44932307,8.89824261
57,1436600403000,49.44932458,8.89824777
58,1436600412000,49.44932471,8.89824808
59,1436600423000,49.44932508,8.8982438
60,1436600436000,49.44932658,8.89824672
61,1436600441000,49.44932547,8.89825077
62,1436600452000,49.44932591,8.89824491
63,1436600463000,49.44933022,8.89823552
64,1436600473000,49.44933756,8.89822545
65,1436600483000,49.44934452,8.89821951
66,1436600494000,49.44934856,8.89821826
67,1436600517000,49.44935477,8.8982101
68,1436600521000,49.44935542,8.89820916
69,1436600538000,49.44935748,8.89820136
70,1436600544000,49.44935763,8.89820063
71,1436600635000,49.44971633,8.8984888
72,1436600640000,49.44974932,8.89851686
73,1436600651000,49.44979407,8.89843772
74,1436600662000,49.44993637,8.89841794
