id,attr_time,attr_lat,attr_lng
1,1436599648000,49.448724,8.89951262
2,1436599660000,49.44876389,8.8995206
3,1436599670000,49.44884707,8.89949272
4,1436599679000,49.44884595,8.899487
5,1436599690000,49.44884881,8.89938242
6,1436599698000,49.44891207,8.89944398
7,1436599709000,49.44895137,8.89942571
8,1436599720000,49.44894387,8.89941345
9,1436599741000,49.44895175,8.89939018
10,1436599752000,49.44897164,8.8994136
11,1436599771000,49.44900245,8.89939754
12,1436599782000,49.44901133,8.8994021
13,1436599793000,49.44901264,8.89937568
14,1436599803000,49.44901265,8.89935983
15,1436599814000,49.4490265,8.89933234
16,1436599823000,49.44902061,8.89931118
17,1436599835000,49.44903481,8.89927096
18,1436599844000,49.44902787,8.89926178
19,1436599855000,49.44903033,8.89925682
20,1436599865000,49.44902774,8.89925311
21,1436599886000,49.44903098,8.89924385
22,1436599901000,49.44896286,8.89906422
23,1436599919000,49.44918573,8.89873403
24,1436599937000,49.44930748,8.89839613
25,1436599944000,49.44934606,8.89791927
26,1436599979000,49.449478,8.89827253
27,1436599982000,49.44983126,8.89841832
28,1436600008000,49.44945391,8.89881772
29,1436600018000,49.44937607,8.89812206
30,1436600029000,49.44941786,8.89809097
31,1436600050000,49.4494248,8.89808751
32,1436600061000,49.44939981,8.8981012
33,1436600073000,49.44939998,8.89810176
34,1436600385000,49.44940623,8.89809893
35,1436600397000,49.44939603,8.89809736
36,1436600408000,49.44939613,8.89811003
37,1436600419000,49.44942916,8.89811614
38,1436600429000,49.44944234,8.89811389
39,1436600440000,49.44945975,8.89810407
40,1436600449000,49.4494667,8.89809985
41,1436600460000,49.44946839,8.89809889
42,1436600471000,49.44946894,8.89809875
43,1436600488000,49.44947183,8.89810175
44,1436600514000,49.44947617,8.89810138
45,1436600522000,49.44948161,8.89810112
46,1436600639000,49.44949211,8.89810084
47,1436600652000,49.44949577,8.8981033
48,1436600662000,49.44950345,8.89810535
