id,attr_time,attr_lat,attr_lng
1,1436599556000,49.4487809,8.90007877
2,1436599578000,49.44878192,8.90006816
3,1436599597000,49.44878161,8.90006543
4,1436599619000,49.44878278,8.9000631
5,1436599647000,49.44878047,8.90003427
6,1436599660000,49.44896766,8.89970271
7,1436599670000,49.44894976,8.89934912
8,1436599680000,49.44899591,8.89930638
9,1436599690000,49.44903723,8.89919305
10,1436599699000,49.44897983,8.89908124
11,1436599709000,49.44902364,8.89915306
12,1436599719000,49.44895535,8.89915926
13,1436599733000,49.44868339,8.89909928
14,1436599743000,49.44879103,8.89886734
15,1436599760000,49.44910088,8.8989784
16,1436599772000,49.44887551,8.89890295
17,1436599781000,49.44879519,8.8988892
18,1436599792000,49.44893774,8.89861096
19,1436599801000,49.44886584,8.8987444
20,1436599813000,49.44891683,8.89876627
21,1436599822000,49.44901113,8.89854771
22,1436599835000,49.44887484,8.89845467
23,1436599842000,49.44879178,8.89846365
24,1436599853000,49.44872668,8.89851638
25,1436599864000,49.44863287,8.89858284
26,1436599877000,49.44862901,8.89846707
27,1436599884000,49.44873537,8.89840468
28,1436599894000,49.44878986,8.89837488
29,1436599908000,49.44898618,8.89826208
30,1436599916000,49.44903303,8.8982951
31,1436599926000,49.4489716,8.89831568
32,1436599938000,49.44874804,8.89875583
33,1436599946000,49.44889755,8.89837246
34,1436599967000,49.44900857,8.89827577
35,1436599979000,49.44905115,8.89828087
36,1436599987000,49.44912946,8.89820601
37,1436600008000,49.44907749,8.89844953
38,1436600017000,49.44915918,8.89831153
39,1436600029000,49.44920455,8.89827189
40,1436600038000,49.44921862,8.89822403
41,1436600049000,49.44934677,8.89820012
42,1436600059000,49.44938043,8.89827328
43,1436600069000,49.4494084,8.89826252
44,1436600088000,49.44941615,8.89825229
45,1436600108000,49.44941585,8.8982525
46,1436600135000,49.44941257,8.89825407
47,1436600184000,49.44941093,8.89825081
48,1436600200000,49.44940992,8.89825096
49,1436600204000,49.44940981,8.89825102
50,1436600220000,49.44940745,8.89825294
51,1436600226000,49.44941282,8.89824771
52,1436600249000,49.44941311,8.89824793
53,1436600283000,49.44941289,8.89824821
54,1436600319000,49.44941231,8.8982485
55,1436600352000,49.44941246,8.8982483
56,1436600376000,49.44941167,8.89824847
57,1436600388000,49.44940516,8.89824621
58,1436600398000,49.44940798,8.89824874
59,1436600408000,49.44941357,8.89825016
60,1436600418000,49.44941472,8.8982478
61,1436600429000,49.44940819,8.89824067
62,1436600438000,49.44941058,8.89823657
63,1436600448000,49.44937795,8.89824527
64,1436600458000,49.4493781,8.89824484
65,1436600468000,49.44940393,8.89823643
66,1436600479000,49.44942832,8.89822738
67,1436600489000,49.44944787,8.89822574
68,1436600499000,49.44946075,8.89822307
69,1436600519000,49.44946874,8.89822159
70,1436600533000,49.4494778,8.8982154
71,1436600560000,49.44948043,8.8982135
72,1436600637000,49.44949281,8.89821245
73,1436600641000,49.44950108,8.89821342
74,1436600652000,49.44952097,8.89821529
75,1436600663000,49.44954462,8.89821906
