id,attr_time,attr_lat,attr_lng
1,1436625487000,49.44977064,8.89836928
2,1436625513000,49.44977572,8.89837165
3,1436625524000,49.44978084,8.89838338
4,1436625561000,49.44978522,8.89838672
5,1436625581000,49.44978129,8.89839472
6,1436625592000,49.44978037,8.8983964
7,1436625601000,49.449778,8.89839647
8,1436625612000,49.44976971,8.89840438
9,1436625622000,49.44976129,8.89840238
10,1436625632000,49.44930562,8.89833748
11,1436625642000,49.44919449,8.89820816
12,1436625653000,49.4491368,8.89824731
13,1436625663000,49.44907966,8.89828927
14,1436625683000,49.44900244,8.8984434
15,1436625695000,49.44901556,8.89846034
16,1436625705000,49.44899886,8.89841663
17,1436625715000,49.44898121,8.8984082
18,1436625725000,49.44898386,8.89836549
19,1436625744000,49.44882797,8.89859268
20,1436625755000,49.44881293,8.89858828
21,1436625765000,49.44884087,8.89865339
22,1436625776000,49.44892449,8.89875881
23,1436625786000,49.44902062,8.89894011
24,1436625796000,49.44906293,8.89900647
25,1436625807000,49.44897675,8.89919508
26,1436625817000,49.44896339,8.89923577
27,1436625827000,49.44897764,8.89918834
28,1436625838000,49.44896808,8.89920485
29,1436625847000,49.44896233,8.89920677
30,1436625858000,49.44895334,8.89923846
31,1436625868000,49.44892802,8.89927899
32,1436625877000,49.44896139,8.89926687
33,1436625890000,49.44884139,8.89960359
34,1436625900000,49.44883071,8.89970647
35,1436625909000,49.44894563,8.89962907
36,1436625919000,49.44892603,8.89958145
37,1436625929000,49.44882544,8.8994859
38,1436625942000,49.44884035,8.89965757
39,1436625949000,49.44880476,8.89965409
40,1436625962000,49.44869826,8.89980735
41,1436625971000,49.44886024,8.90003516
42,1436625980000,49.44876827,8.90011043
