id,attr_time,attr_lat,attr_lng
1,1436625490000,49.45001483,8.89857785
2,1436625497564,49.4440703,8.9008422
3,1436625512000,49.4499733,8.89859116
4,1436625515000,49.44994953,8.89858292
5,1436625517606,49.4440703,8.9008422
6,1436625537682,49.4440703,8.9008422
7,1436625561000,49.44994157,8.89857772
8,1436625566000,49.44994065,8.898592
9,1436625579000,49.44994079,8.89860539
10,1436625585000,49.4499414,8.89859641
11,1436625597000,49.44994268,8.8985643
12,1436625607000,49.44992992,8.8985811
13,1436625618000,49.44947,8.89835543
14,1436625628000,49.4493695,8.89837771
15,1436625641000,49.44926679,8.89834598
16,1436625648000,49.44920681,8.89829594
17,1436625661000,49.4490481,8.89822621
18,1436625672000,49.44905564,8.8982831
19,1436625681000,49.44912601,8.8982948
20,1436625682285,49.4440703,8.9008422
21,1436625694000,49.44910701,8.89829409
22,1436625704000,49.44909633,8.89824415
23,1436625717000,49.44906655,8.89823878
24,1436625723000,49.44905944,8.8982886
25,1436625736000,49.44901324,8.89827912
26,1436625745000,49.4486943,8.89855832
27,1436625755000,49.44871026,8.89854567
28,1436625765000,49.4487199,8.89852703
29,1436625779000,49.4487334,8.89857724
30,1436625786000,49.44873351,8.89858982
31,1436625799000,49.44873388,8.89874817
32,1436625808000,49.44874984,8.89882588
33,1436625820000,49.44875545,8.89890874
34,1436625829000,49.44875628,8.89894754
35,1436625840000,49.448761,8.89901383
36,1436625849000,49.44876442,8.89907988
37,1436625860000,49.44876699,8.89913496
38,1436625871000,49.44877181,8.8991943
39,1436625882000,49.44877033,8.89926837
40,1436625893000,49.44877162,8.89927819
41,1436625902000,49.4487714,8.89928372
42,1436625905468,49.4440703,8.9008422
43,1436625923000,49.44877087,8.8993079
44,1436625926599,49.4440703,8.9008422
45,1436625941000,49.44863058,8.89999698
46,1436625946000,49.4486786,8.8999937
47,1436625956000,49.4486654,8.90001393
48,1436625972000,49.44861321,8.90004368
49,1436625975000,49.44868751,8.8999785
