id,attr_time,attr_lat,attr_lng
1,1436625483000,49.45000307,8.89792022
2,1436625495008,49.4444739,8.9006258
3,1436625516000,49.44997381,8.89793145
4,1436625535294,49.4444739,8.9006258
5,1436625555326,49.4444739,8.9006258
6,1436625575325,49.4444739,8.9006258
7,1436625585000,49.449975,8.8979515
8,1436625595544,49.4444739,8.9006258
9,1436625607000,49.44996895,8.89794369
10,1436625618000,49.44965684,8.89797185
11,1436625628000,49.44956904,8.89800579
12,1436625636206,49.4444739,8.9006258
13,1436625648000,49.44927344,8.89808584
14,1436625656571,49.4444739,8.9006258
15,1436625660000,49.44919816,8.89817895
16,1436625670000,49.44887911,8.89852369
17,1436625680000,49.44890787,8.89850434
18,1436625696000,49.44894026,8.89854387
19,1436625700000,49.44894597,8.89855317
20,1436625717000,49.44894321,8.8985476
21,1436625721000,49.44894283,8.89854719
22,1436625746000,49.44893717,8.89858761
23,1436625757000,49.44894365,8.89859238
24,1436625766000,49.44894062,8.89859663
25,1436625777000,49.44893851,8.89859992
26,1436625787000,49.44892924,8.89854944
27,1436625797000,49.44892296,8.89860023
28,1436625799869,49.4444739,8.9006258
29,1436625818000,49.44892361,8.89864335
30,1436625828000,49.44892326,8.89864648
31,1436625838000,49.44891208,8.8987914
32,1436625848000,49.44893343,8.89886301
33,1436625859000,49.44894025,8.89889644
34,1436625870000,49.44893259,8.89894926
35,1436625880000,49.44894965,8.89904463
36,1436625890000,49.4489298,8.89920941
37,1436625906000,49.44891781,8.89928534
38,1436625910000,49.44891708,8.89929334
39,1436625924000,49.44891715,8.89929411
40,1436625931000,49.4489183,8.8992947
41,1436625941065,49.4444739,8.9006258
42,1436625955000,49.44891893,8.8993302
43,1436625960000,49.44891785,8.89934602
44,1436625975000,49.44891838,8.89935041
45,1436625980000,49.44891636,8.89935325
