id,attr_time,attr_lat,attr_lng
1,1436625488031,49.4445736,8.9005429
2,1436625507948,49.4445736,8.9005429
3,1436625528070,49.4445736,8.9005429
4,1436625548800,49.4445736,8.9005429
5,1436625568899,49.4445736,8.9005429
6,1436625589045,49.4445736,8.9005429
7,1436625609038,49.4445736,8.9005429
8,1436625629097,49.4445736,8.9005429
9,1436625649284,49.4445736,8.9005429
10,1436625669725,49.4445736,8.9005429
11,1436625689726,49.4445736,8.9005429
12,1436625710063,49.4445736,8.9005429
13,1436625730217,49.4445736,8.9005429
14,1436625750135,49.4445736,8.9005429
15,1436625758000,49.45013294,8.89788179
16,1436625770725,49.4445736,8.9005429
17,1436625777000,49.44913666,8.89814175
18,1436625790807,49.4445736,8.9005429
19,1436625810835,49.4445736,8.9005429
20,1436625831151,49.4445736,8.9005429
21,1436625840000,49.44879253,8.89955923
22,1436625851730,49.4445736,8.9005429
23,1436625871733,49.4445736,8.9005429
24,1436625892041,49.4445736,8.9005429
25,1436625912713,49.4445736,8.9005429
26,1436625932759,49.4445736,8.9005429
27,1436625953239,49.4445736,8.9005429
28,1436625973712,49.4445736,8.9005429
