id,attr_time,attr_db
1,1436599549522,34.677469197684
2,1436599550252,36.1117826037444
3,1436599550972,34.4718373217704
4,1436599551692,35.1373329989671
5,1436599552468,33.2160250739014
6,1436599553215,34.9404225286198
7,1436599553958,34.7465015222522
8,1436599554623,35.9354705856433
9,1436599555292,35.8928012081699
10,1436599556030,42.0457013643703
11,1436599556761,36.0661546123766
12,1436599557465,35.6268318378194
13,1436599558132,34.1049967983306
14,1436599558866,36.5778844399064
15,1436599559577,33.666304467483
16,1436599560196,35.0373022821416
17,1436599560829,36.0661657008036
18,1436599561573,33.95088497067
19,1436599562305,36.2362773651941
20,1436599563046,36.0162058751552
21,1436599563907,36.5954412614531
22,1436599564602,34.5889434498809
23,1436599565191,35.450890653653
24,1436599565879,36.0394871612986
25,1436599566619,36.5783589381896
26,1436599567352,37.1300266210452
27,1436599567954,36.2227432786951
28,1436599569170,41.6409220879445
29,1436599569886,38.2068108269381
30,1436599570655,36.0804466153115
31,1436599571351,36.1538671712027
32,1436599572083,34.622893473229
33,1436599572818,34.2068416644657
34,1436599573574,33.7023513759972
35,1436599574351,41.8057419382893
36,1436599575073,31.7201674621954
37,1436599575827,32.1015846403726
38,1436599576550,33.8471725458806
39,1436599577273,45.0087059193174
40,1436599577969,32.229690486515
41,1436599578642,30.7988408168329
42,1436599579461,29.9600242624219
43,1436599580207,39.0117787270513
44,1436599580886,34.3003542382583
45,1436599581603,33.1976513405434
46,1436599582328,39.5104043689849
47,1436599583063,37.1470385031792
48,1436599583798,39.308952711847
49,1436599584552,51.965777786299
50,1436599585230,36.1498505033246
51,1436599585916,33.9387712398435
52,1436599586647,32.9955943307011
53,1436599587383,32.8614673278959
54,1436599588094,40.9532391278005
55,1436599588759,39.4005422936439
56,1436599589551,34.0709618008035
57,1436599590301,33.4932560546245
58,1436599591026,33.9054741623251
59,1436599591729,35.8358443434007
60,1436599592396,34.298701022099
61,1436599593133,36.4646471516614
62,1436599593859,33.5075917977228
63,1436599594696,32.7782094726813
64,1436599595395,36.9675313090098
65,1436599596127,37.0517806488966
66,1436599596862,34.2723242954453
67,1436599597584,34.3659130985779
68,1436599598254,34.7430677489589
69,1436599598914,34.0426801151201
70,1436599599756,31.7423341565916
71,1436599600412,33.2542215971948
72,1436599601136,33.71811744495
73,1436599602151,32.4729123428425
74,1436599602836,34.8733409592962
75,1436599603567,36.0180316201624
76,1436599604329,34.2169976434857
77,1436599605040,34.5837621661913
78,1436599605684,33.5869379376135
79,1436599606422,33.5478066085677
80,1436599607166,35.6302468051476
81,1436599607847,34.8850217900678
82,1436599608485,35.3801267612146
83,1436599609248,34.0699445663454
84,1436599609989,36.0624294008327
85,1436599610698,35.4243077707292
86,1436599611518,39.4633639051497
87,1436599612231,35.3219472107417
88,1436599612954,47.2208862393343
89,1436599613658,33.9446945970203
90,1436599614333,36.7878621344856
91,1436599615068,35.2465708934592
92,1436599615806,36.3895058345103
93,1436599616534,34.6900600655362
94,1436599617278,40.1061802909251
95,1436599618008,41.761460713395
96,1436599618725,46.1074534303591
97,1436599619350,41.4570117337911
98,1436599620048,40.7923025242565
99,1436599620792,38.5490982815327
100,1436599621554,31.6284146219605
101,1436599622148,33.9951733483853
102,1436599622842,33.169796868829
103,1436599623579,31.8536768482585
104,1436599624303,38.8906532838061
105,1436599625015,37.8851338769494
106,1436599625639,32.5338955677441
107,1436599626339,36.6479878600558
108,1436599627065,30.4759841431837
109,1436599627806,37.161576202102
110,1436599628595,32.3959879482628
111,1436599629318,35.0258070006354
112,1436599629956,35.772158347843
113,1436599630641,35.9168813891866
114,1436599631391,40.5590498826127
115,1436599632124,35.4991919900777
116,1436599632821,31.2162000995404
117,1436599633541,37.0387933478419
118,1436599634288,36.4701937704767
119,1436599635026,32.2526219160291
120,1436599635745,37.5635228192248
121,1436599636472,34.227888955929
122,1436599637179,34.5839865072643
123,1436599637909,31.6905218929988
124,1436599638652,41.8242143650697
125,1436599639351,36.8304171367034
126,1436599640090,32.3648060750192
127,1436599640861,35.5112391659386
128,1436599641586,36.5856225263995
129,1436599642305,35.265105158127
130,1436599642981,44.096692804265
131,1436599643697,44.583541135915
132,1436599644419,28.5836458499213
133,1436599645147,35.4439649814003
134,1436599645895,48.3270621087573
135,1436599646598,30.7343088579697
136,1436599647228,36.922605235859
137,1436599647907,31.2041184557371
138,1436599648694,49.8050964277254
139,1436599649396,31.2061545182232
140,1436599650153,33.5067810686399
141,1436599650911,34.5656820483669
142,1436599651618,31.7923860028323
143,1436599652262,54.654096325731
144,1436599652961,54.2921917306764
145,1436599653716,40.3543350709881
146,1436599654457,36.5579670824456
147,1436599655247,29.588582635514
148,1436599655988,38.0045151765592
149,1436599656720,31.734096297664
150,1436599657447,35.2408564117622
151,1436599658186,40.8624946381821
152,1436599658922,31.8874921099443
153,1436599659640,37.7978844954338
154,1436599660300,40.3663569332628
155,1436599661028,58.0897168118684
156,1436599661744,46.7210206228229
157,1436599662552,32.4497870586587
158,1436599663301,31.6920375209592
159,1436599664033,36.51009537289
160,1436599664762,33.2145573536235
161,1436599665503,33.2282852613709
162,1436599666329,37.2045079763063
163,1436599667054,37.9014146209106
164,1436599667799,32.3533361060309
165,1436599668519,38.0413669523956
166,1436599669260,39.1356264362222
167,1436599670022,34.1560499116834
168,1436599670801,37.8348259427894
169,1436599671553,38.539304989606
170,1436599672258,35.4588256213396
171,1436599672927,43.5548228237841
172,1436599673747,35.2699646430002
173,1436599674483,35.1013365648568
174,1436599675218,38.3531759675576
175,1436599675955,34.1215735092926
176,1436599676691,36.100180822405
177,1436599677411,40.5556578775432
178,1436599678140,30.4187972632317
179,1436599678908,35.7701193108746
180,1436599679640,46.1401981357977
181,1436599680369,39.4478058654327
182,1436599681107,34.9137552195763
183,1436599681848,46.2907099567793
184,1436599682593,40.9076239395323
185,1436599683264,41.5499318241536
186,1436599683988,45.3495331713629
187,1436599684714,45.8080298463064
188,1436599685422,31.3421430733121
189,1436599686163,36.6516614003186
190,1436599686876,32.097615126023
191,1436599687531,34.1130930044198
192,1436599688232,40.8038852792512
193,1436599688976,39.6288440488461
194,1436599689623,32.6419497213256
195,1436599690965,32.4402297299165
196,1436599691600,39.6809989517357
197,1436599692258,32.6676477308801
198,1436599692916,45.6738947540361
199,1436599693635,36.8978798554664
200,1436599694411,41.6046897649996
201,1436599695144,38.6315344462782
202,1436599695883,43.59021568532
203,1436599696618,40.300960713466
204,1436599697348,34.9424891156873
205,1436599698072,39.1762474472191
206,1436599698801,29.1564082982318
207,1436599699601,33.7970750315143
208,1436599700280,39.3758708896614
209,1436599700951,42.0477513382924
210,1436599701686,42.4026922159085
211,1436599702438,42.6560409718913
212,1436599703175,35.0883967928832
213,1436599703891,39.9909125149798
214,1436599704617,44.5361458797553
215,1436599705352,39.2619192956071
216,1436599706093,35.4540502244101
217,1436599706831,37.5701683737771
218,1436599707551,39.2150682039191
219,1436599708222,34.8383806532562
220,1436599708972,42.0727984689336
221,1436599709699,37.8333381561336
222,1436599710438,36.216208252807
223,1436599711125,47.3555496188305
224,1436599711816,36.0534016045235
225,1436599712540,36.7178404595987
226,1436599713198,34.8953021930579
227,1436599713987,45.6888281649946
228,1436599714737,37.3453175873733
229,1436599715450,37.6467656905001
230,1436599717412,41.2905109545389
231,1436599718130,34.9716940744779
232,1436599718783,39.5301314018581
233,1436599719545,42.550788596339
234,1436599720280,56.1280629452847
235,1436599720944,36.5282419126121
236,1436599721557,40.5636256883019
237,1436599722160,53.0320175104542
238,1436599722835,36.1104409554605
239,1436599723560,40.3675272926461
240,1436599724276,46.42960159393
241,1436599724949,38.4535640053926
242,1436599725694,39.606082013296
243,1436599726493,47.1782988141468
244,1436599727232,34.680209872729
245,1436599727939,39.8095601590591
246,1436599728733,46.8002461289337
247,1436599729466,34.1183284284822
248,1436599730187,39.5497770033833
249,1436599730872,41.9782704620631
250,1436599731531,39.8247735258636
251,1436599732264,44.4658746641812
252,1436599732994,35.6545226688634
253,1436599733756,43.7846859663275
254,1436599734452,36.8355943359521
255,1436599735031,38.035685962322
256,1436599735703,36.5047510320735
257,1436599736447,40.9865196865417
258,1436599737185,43.5020191400826
259,1436599737924,40.5440439101776
260,1436599738665,40.451534108545
261,1436599739394,37.3834429039868
262,1436599740120,40.3299116481199
263,1436599740883,42.1283835734107
264,1436599741589,38.1953103316314
265,1436599742212,42.2350813431799
266,1436599742925,38.4172275657302
267,1436599743659,43.60395726426
268,1436599744429,39.9580544859188
269,1436599745095,35.8135660454669
270,1436599745841,35.8147384704282
271,1436599746582,39.3675390087326
272,1436599747313,39.5923734687382
273,1436599748024,35.5544055591682
274,1436599748632,38.4571182622159
275,1436599749345,32.872665425345
276,1436599750071,57.453832370749
277,1436599750805,45.7556241599891
278,1436599751527,40.619704149007
279,1436599752223,45.032190738097
280,1436599752887,40.380969906311
281,1436599753611,40.4692860750182
282,1436599754375,46.0859917055579
283,1436599755079,58.1825531261256
284,1436599755794,43.3399676282157
285,1436599756520,44.476901594366
286,1436599757241,44.6353415925769
287,1436599757975,35.7816568732712
288,1436599758719,45.9782910972788
289,1436599759496,41.5919423763462
290,1436599760137,40.3009232414521
291,1436599760859,48.7641241151148
292,1436599761591,44.7849377099546
293,1436599762270,39.0100503399835
294,1436599764150,38.4459278034295
295,1436599764845,40.3132130724054
296,1436599765566,44.3536335023807
297,1436599766278,41.2430634830604
298,1436599767023,39.1686469719572
299,1436599767751,43.0065131339256
300,1436599768467,42.1626486505946
301,1436599769143,38.0083549601765
302,1436599769887,39.7239273476961
303,1436599770618,43.9349763413578
304,1436599771383,43.0078833174388
305,1436599772110,41.3160061905783
306,1436599772785,41.1539311727365
307,1436599773547,43.2714160061767
308,1436599774267,41.9983584844284
309,1436599774926,40.8615851862463
310,1436599775652,41.7328609928988
311,1436599776401,43.2526376482323
312,1436599777131,40.4718811404621
313,1436599777898,43.4350714990676
314,1436599778632,43.2374029161932
315,1436599779369,42.9685450304879
316,1436599780177,42.8920639978276
317,1436599780895,44.6250887701861
318,1436599781647,44.2172317165212
319,1436599782354,44.0688112757697
320,1436599783033,44.004711190744
321,1436599783793,44.3180022860209
322,1436599784539,41.6729664110418
323,1436599785270,45.3470397933012
324,1436599785981,45.5447805503255
325,1436599786696,42.7456383246438
326,1436599787421,43.3066207628887
327,1436599788102,45.0046003549906
328,1436599789336,42.0285697818562
329,1436599790069,44.6422368384254
330,1436599790812,42.0708903855234
331,1436599791545,40.4699103187433
332,1436599792273,42.9115165752976
333,1436599792958,43.1254799196713
334,1436599793613,39.5314151053714
335,1436599794359,38.9538946534923
336,1436599795153,40.8773179488775
337,1436599795847,40.6287376327985
338,1436599796571,40.5772699964913
339,1436599797314,40.5435279291684
340,1436599798041,46.1761862843441
341,1436599798780,40.9276153663076
342,1436599799489,42.3698910058912
343,1436599800313,41.1964356836029
344,1436599801034,43.4485097907816
345,1436599801752,42.9508925386099
346,1436599802488,46.8920851303713
347,1436599803203,44.2306357244202
348,1436599803864,44.7963815336525
349,1436599804648,45.7838013698193
350,1436599805279,40.5269109480861
351,1436599805982,40.8431313713944
352,1436599806712,47.4928126132682
353,1436599807446,42.052257163013
354,1436599808178,39.4486485366417
355,1436599808893,42.0841072338956
356,1436599809690,40.7436532337947
357,1436599810426,46.12314973539
358,1436599811171,42.7502615967059
359,1436599811893,41.2431146905906
360,1436599812598,41.4034121303692
361,1436599813261,43.2058869244053
362,1436599813957,39.5669061132408
363,1436599814743,42.8924315718078
364,1436599815506,41.9325053270178
365,1436599816235,46.1686290297234
366,1436599816967,40.3093194674355
367,1436599817704,42.5158765033789
368,1436599818451,40.5411403214549
369,1436599819194,46.780875715552
370,1436599819938,43.3186858769424
371,1436599820674,42.5059954903428
372,1436599821411,40.7445055113316
373,1436599822144,42.2313512319933
374,1436599822888,44.3439857405337
375,1436599823629,41.318476903426
376,1436599824244,41.805855210462
377,1436599824937,45.5042370427048
378,1436599825685,39.2464066331643
379,1436599826389,41.901229478305
380,1436599827002,43.1344151600116
381,1436599827673,42.360368336279
382,1436599828395,42.010059577254
383,1436599829113,45.9722060531181
384,1436599829844,45.1588047675304
385,1436599830666,48.1850584994916
386,1436599831409,40.0026977903031
387,1436599832137,40.5105376907393
388,1436599832883,42.7907685962996
