id,attr_time,attr_lat,attr_lng
1,1436795633000,49.4488059,8.90012885
2,1436795643000,49.44880697,8.90013515
3,1436795652000,49.44880627,8.90013566
4,1436795663000,49.4488035,8.9001196
5,1436795673000,49.44878204,8.89988326
6,1436795684000,49.44883158,8.89997689
7,1436795694000,49.44885946,8.89979172
8,1436795714000,49.44890796,8.89954074
9,1436795734000,49.44896575,8.8994185
10,1436795754000,49.44901666,8.89897305
11,1436795765000,49.44910699,8.89901918
12,1436795775000,49.44915593,8.89897689
13,1436795786000,49.44893945,8.89904988
14,1436795796000,49.44893946,8.89896324
15,1436795806000,49.44892568,8.89862797
16,1436795816000,49.44880289,8.89862992
17,1436795826000,49.4488129,8.89840207
18,1436795838000,49.44893086,8.89838923
19,1436795847000,49.44888722,8.89841538
20,1436795860000,49.4489217,8.89841076
21,1436795868000,49.44906206,8.89838269
22,1436795878000,49.44915875,8.89845843
23,1436795888000,49.44914346,8.89837557
24,1436795898000,49.44917564,8.89832203
25,1436795909000,49.44931393,8.89818632
26,1436795919000,49.44938256,8.89823554
27,1436795928000,49.44945112,8.89816141
28,1436795940000,49.44962013,8.89817685
29,1436795950000,49.44965194,8.89836918
30,1436795961000,49.44983076,8.89824397
31,1436795970000,49.44983205,8.89818164
32,1436795981000,49.44978789,8.89849106
33,1436795992000,49.44992766,8.89848993
34,1436796003000,49.44996146,8.89843863
35,1436796013000,49.44996259,8.89847138
36,1436796023000,49.44995306,8.89843952
37,1436796031000,49.44995907,8.89848629
38,1436796054000,49.44994294,8.89840553
39,1436796061000,49.44993774,8.89832241
40,1436796072000,49.44988231,8.89815222
41,1436796082000,49.4498501,8.8982605
