id,attr_time,attr_lat,attr_lng
1,1436795649000,49.44877564,8.90006779
2,1436795668000,49.44876637,8.89999442
3,1436795679000,49.44876463,8.89999688
4,1436795690000,49.44877693,8.9000008
5,1436795710000,49.44877661,8.8999726
6,1436795721000,49.44877765,8.89996228
7,1436795740000,49.44877911,8.89995011
8,1436795751000,49.4487942,8.89994045
9,1436795761000,49.44879527,8.89993656
10,1436795772000,49.44916114,8.89922581
11,1436795782000,49.44919597,8.89876512
12,1436795791000,49.44912234,8.89878172
13,1436795803000,49.44897592,8.89879769
14,1436795812000,49.44881319,8.89870972
15,1436795823000,49.4489619,8.89847087
16,1436795833000,49.4488915,8.89840592
17,1436795844000,49.44892976,8.89816003
18,1436795855000,49.44894053,8.8981566
19,1436795865000,49.4489214,8.89802124
20,1436795875000,49.44893139,8.89841542
21,1436795885000,49.44900433,8.89853255
22,1436795894000,49.44906621,8.89822328
23,1436795905000,49.44913883,8.89815297
24,1436795914000,49.44921539,8.89814182
25,1436795924000,49.44934773,8.89819598
26,1436795935000,49.44943634,8.89820472
27,1436795945000,49.44946392,8.89819527
28,1436795956000,49.44950691,8.89819111
29,1436795967000,49.44953159,8.89818636
30,1436795977000,49.4495422,8.8981993
31,1436796006000,49.44955267,8.89821626
32,1436796030000,49.44959198,8.89827686
33,1436796065000,49.44996548,8.89808612
34,1436796078000,49.4499689,8.89825809
35,1436796089000,49.44996054,8.89834102
