id,attr_time,attr_lat,attr_lng
1,1436795651000,49.44880109,8.90022327
2,1436795664000,49.4488012,8.90021622
3,1436795672000,49.44880153,8.90010357
4,1436795684000,49.44880154,8.90010316
5,1436795702000,49.44880213,8.90005131
6,1436795708000,49.44880204,8.9000431
7,1436795717000,49.44880205,8.90004227
8,1436795730000,49.4488026,8.90003257
9,1436795737000,49.44880255,8.89999824
10,1436795748000,49.44888387,8.89974226
11,1436795758000,49.44896503,8.89924762
12,1436795772000,49.44900409,8.89920704
13,1436795778000,49.44878941,8.89897358
14,1436795790000,49.44903484,8.89848085
15,1436795800000,49.44877138,8.89910564
16,1436795810000,49.44898803,8.89871055
17,1436795820000,49.44890886,8.89853098
18,1436795830000,49.44882494,8.89848715
19,1436795839000,49.44883053,8.89831337
20,1436795862000,49.44884148,8.89850966
21,1436795882000,49.44873659,8.89855463
22,1436795892000,49.44868579,8.89838905
23,1436795911000,49.44896281,8.89812065
24,1436795922000,49.44908231,8.89828942
25,1436795933000,49.44924644,8.89832457
26,1436795943000,49.44950132,8.89837317
27,1436795953000,49.4496343,8.8985131
28,1436795974000,49.44984926,8.89851522
29,1436796010000,49.45002888,8.89826552
30,1436796031000,49.44995299,8.89820184
31,1436796071000,49.44996411,8.89825946
