id,attr_time,attr_lat,attr_lng
1,1436795636000,49.44881951,8.90007562
2,1436795653000,49.44881647,8.90009679
3,1436795673000,49.44881776,8.90005496
4,1436795686000,49.44881525,8.90006404
5,1436795697000,49.44882191,8.90002135
6,1436795707000,49.44882911,8.89996484
7,1436795715000,49.44882912,8.89995543
8,1436795726000,49.44883851,8.89995295
9,1436795736000,49.44883802,8.89993624
10,1436795745000,49.44884632,8.89994634
11,1436795755000,49.44912623,8.8990641
12,1436795767000,49.44904226,8.89874866
13,1436795778000,49.44914411,8.89894513
14,1436795786000,49.44918924,8.89889127
15,1436795797000,49.44911604,8.8989343
16,1436795806000,49.44910391,8.8988943
17,1436795817000,49.44907111,8.89886037
18,1436795826000,49.44878503,8.898511
19,1436795837000,49.44871782,8.89843551
20,1436795849000,49.44873226,8.89847325
21,1436795860000,49.44900056,8.89839205
22,1436795870000,49.44896859,8.89859831
23,1436795879000,49.44909612,8.89862149
24,1436795890000,49.44910585,8.8985061
25,1436795899000,49.44910721,8.89828029
26,1436795909000,49.44927808,8.89809422
27,1436795918000,49.4493729,8.89821939
28,1436795929000,49.44943577,8.8983117
29,1436795940000,49.44954025,8.89834968
30,1436795951000,49.44957561,8.89836216
31,1436795961000,49.44958764,8.89845245
32,1436795971000,49.44960078,8.89844249
33,1436795991000,49.44961747,8.8984228
34,1436796010000,49.44964595,8.89848008
35,1436796032000,49.44968966,8.89849811
36,1436796063000,49.44970378,8.89851277
37,1436796067000,49.44969719,8.8985056
38,1436796078000,49.44972315,8.89851393
