id,attr_time,attr_light
1,1436802576013,0.0
2,1436802576033,0.0
3,1436802576053,0.0
4,1436802576073,0.0
5,1436802576091,0.0
6,1436802576112,0.0
7,1436802576131,0.0
8,1436802576151,0.0
9,1436802576218,0.0
10,1436802576219,0.0
11,1436802576220,0.0
12,1436802576231,0.0
13,1436802576254,0.0
14,1436802576270,0.0
15,1436802576292,0.0
16,1436802576312,0.0
17,1436802576331,0.0
18,1436802576351,0.0
19,1436802576371,0.0
20,1436802576391,0.0
21,1436802576411,0.0
22,1436802576433,0.0
23,1436802576451,0.0
24,1436802576474,0.0
25,1436802576492,0.0
26,1436802576513,0.0
27,1436802576533,0.0
28,1436802576553,0.0
29,1436802576573,0.0
30,1436802576596,0.0
31,1436802576613,0.0
32,1436802576633,0.0
33,1436802576653,0.0
34,1436802576673,0.0
35,1436802576691,0.0
36,1436802576711,0.0
37,1436802576731,0.0
38,1436802576752,0.0
39,1436802576774,0.0
40,1436802576791,0.0
41,1436802576813,0.0
42,1436802576832,0.0
43,1436802576858,0.0
44,1436802576917,0.0
45,1436802576918,0.0
46,1436802576919,0.0
47,1436802576939,0.0
48,1436802576951,0.0
49,1436802576976,0.0
50,1436802576991,0.0
51,1436802577013,0.0
52,1436802577032,0.0
53,1436802577051,0.0
54,1436802577073,0.0
55,1436802577094,0.0
56,1436802577112,0.0
57,1436802577133,0.0
58,1436802577154,0.0
59,1436802577173,0.0
60,1436802577194,0.0
61,1436802577212,0.0
62,1436802577233,0.0
63,1436802577254,0.0
64,1436802577274,0.0
65,1436802577294,0.0
66,1436802577311,0.0
67,1436802577332,0.0
68,1436802577354,0.0
69,1436802577371,0.0
70,1436802577393,0.0
71,1436802577412,0.0
72,1436802577433,0.0
73,1436802577455,0.0
74,1436802577475,0.0
75,1436802577496,0.0
76,1436802577522,0.0
77,1436802577533,0.0
78,1436802577552,0.0
79,1436802577572,0.0
80,1436802577591,0.0
81,1436802577614,0.0
82,1436802577672,0.0
83,1436802577673,0.0
84,1436802577674,0.0
85,1436802577694,0.0
86,1436802577713,0.0
87,1436802577731,0.0
88,1436802577751,0.0
89,1436802577772,0.0
90,1436802577791,0.0
