id,attr_time,attr_lat,attr_lng
1,1436619039000,49.44877406,8.90005085
2,1436619053000,49.44878093,8.90002475
3,1436619061000,49.44878162,8.90001603
4,1436619071000,49.44878202,8.90001393
5,1436619080000,49.44878365,8.90000973
6,1436619108000,49.44878789,8.89999612
7,1436619118000,49.44879462,8.89998271
8,1436619129000,49.448799,8.89996804
9,1436619141000,49.44880135,8.89996096
10,1436619148000,49.44880318,8.899953
11,1436619159000,49.44880446,8.89994236
12,1436619170000,49.44880783,8.8999353
13,1436619181000,49.44880772,8.89993623
14,1436619190000,49.44882352,8.89985567
15,1436619201000,49.44879913,8.8990294
16,1436619211000,49.44873863,8.89895355
17,1436619221000,49.44887418,8.89882782
18,1436619230000,49.44879511,8.89883384
19,1436619240000,49.44872829,8.89874601
20,1436619251000,49.44876155,8.898547
21,1436619261000,49.44877169,8.89834746
22,1436619272000,49.4488236,8.89828017
23,1436619284000,49.44901542,8.8985047
24,1436619296000,49.44914207,8.89813102
25,1436619305000,49.44942365,8.89788879
26,1436619314000,49.44932982,8.8980092
27,1436619329000,49.44940514,8.89793746
28,1436619334000,49.44924712,8.89812186
29,1436619344000,49.44908836,8.89812078
30,1436619354000,49.44903591,8.89831017
31,1436619364000,49.44918275,8.89821843
32,1436619374000,49.44927699,8.89822295
33,1436619385000,49.44943137,8.89837256
34,1436619395000,49.4494927,8.89846372
35,1436619405000,49.44946357,8.89831255
36,1436619419000,49.44964546,8.89846006
37,1436619425000,49.44968845,8.8983485
38,1436619439000,49.4497015,8.89834712
39,1436619456000,49.44966567,8.89842033
40,1436619491000,49.44979647,8.89833111
41,1436619511000,49.44981475,8.89807666
42,1436619514000,49.44984516,8.89813631
43,1436619551000,49.44997995,8.89818139
44,1436619555000,49.45003177,8.89812297
