id,attr_time,attr_lat,attr_lng
1,1436619046000,49.4487698,8.89992709
2,1436619062000,49.44876976,8.89992627
3,1436619073000,49.44877114,8.89993082
4,1436619083000,49.44877275,8.8999354
5,1436619113000,49.44877349,8.89992412
6,1436619128000,49.44877468,8.89992019
7,1436619135000,49.44877475,8.89992013
8,1436619145000,49.44877556,8.89992395
9,1436619155000,49.44877619,8.89988984
10,1436619165000,49.44877559,8.89988326
11,1436619191000,49.44893279,8.89924655
12,1436619203000,49.44881681,8.89897193
13,1436619223000,49.44899635,8.89869607
14,1436619233000,49.44895999,8.89854659
15,1436619243000,49.44896533,8.89823507
16,1436619253000,49.44889302,8.89813292
17,1436619265000,49.44870784,8.89810965
18,1436619277000,49.44864047,8.89806276
19,1436619288000,49.44872604,8.8980463
20,1436619309000,49.44883756,8.89774284
21,1436619316000,49.4489351,8.89772716
22,1436619339000,49.44882314,8.8981754
23,1436619344000,49.44882517,8.8981792
24,1436619356000,49.44881523,8.89839159
25,1436619365000,49.44895571,8.89850303
26,1436619375000,49.44903992,8.89850042
27,1436619386000,49.44920269,8.89844202
28,1436619397000,49.44949347,8.89864575
29,1436619406000,49.4495668,8.89865835
30,1436619431000,49.44981333,8.89865501
31,1436619491000,49.44977762,8.89849485
32,1436619510000,49.4499387,8.89789895
33,1436619514000,49.44990975,8.89797062
34,1436619528000,49.449902,8.89798636
