id,attr_time,attr_lat,attr_lng
1,1436802609000,49.4500386,8.89840782
2,1436802613000,49.45003918,8.89841134
3,1436802666000,49.45005174,8.89842666
4,1436802678000,49.4500516,8.89842098
5,1436802682000,49.45005144,8.89841415
6,1436802698000,49.45003604,8.89841647
7,1436802703000,49.45000043,8.89840877
8,1436802713000,49.4499794,8.89839365
9,1436802723000,49.44994216,8.89838769
10,1436802738000,49.44990041,8.89840748
11,1436802744000,49.44989034,8.89840323
12,1436802755000,49.44988578,8.8983882
13,1436802775000,49.44987653,8.89838864
14,1436802806000,49.44953221,8.89853815
15,1436802825000,49.44909994,8.89848414
16,1436802837000,49.44911671,8.89866014
17,1436802858000,49.44916641,8.89898835
18,1436802863000,49.44915613,8.89897985
19,1436802874000,49.44926404,8.89912964
20,1436802885000,49.44933172,8.89942234
21,1436802894000,49.44927824,8.89955559
22,1436802904000,49.44935784,8.89952804
23,1436802914000,49.44909136,8.8996449
24,1436802926000,49.44906771,8.89970692
25,1436802936000,49.44915586,8.89981003
26,1436802960000,49.44926446,8.89989281
27,1436802973000,49.44896366,8.89999141
28,1436802992000,49.44888106,8.90005636
29,1436803008000,49.44897643,8.90006644
