id,attr_time,attr_lat,attr_lng
1,1436802577000,49.44990078,8.89819512
2,1436802586000,49.44988403,8.89823734
3,1436802611000,49.44984646,8.8983929
4,1436802665000,49.45007063,8.89806325
5,1436802675000,49.45007345,8.8982624
6,1436802685000,49.44978022,8.89840827
7,1436802695000,49.44965829,8.89838139
8,1436802705000,49.44957752,8.89834546
9,1436802707000,49.44956884,8.8983416
10,1436802719000,49.44948468,8.89834185
11,1436802734000,49.44935993,8.89832118
12,1436802741000,49.44924935,8.8983129
13,1436802753000,49.44914006,8.89832905
14,1436802764000,49.44908342,8.89836468
15,1436802774000,49.44900034,8.89859294
16,1436802786000,49.44889132,8.89871385
17,1436802802000,49.44898512,8.89833922
18,1436802806000,49.44910921,8.89804085
19,1436802817000,49.44903543,8.89810373
20,1436802828000,49.44896388,8.89866785
21,1436802837000,49.44901516,8.89881799
22,1436802852000,49.44909455,8.89891652
23,1436802859000,49.44909957,8.89896764
24,1436802871000,49.44921914,8.89902234
25,1436802880000,49.44920574,8.89905672
26,1436802890000,49.44911065,8.89909318
27,1436802900000,49.44909709,8.89929084
28,1436802910000,49.44907719,8.89936397
29,1436802922000,49.44907094,8.89937126
30,1436802931000,49.44906382,8.8993923
31,1436802944000,49.44905804,8.8994078
32,1436802953000,49.44905974,8.8994108
33,1436802965000,49.44905432,8.89944466
34,1436802976000,49.44888667,8.89958769
35,1436802987000,49.44897175,8.89991531
36,1436803004000,49.44877642,8.90013395
37,1436803007000,49.44878894,8.90011264
