id,attr_time,attr_lat,attr_lng
1,1436802583000,49.4500612,8.89819187
2,1436802610000,49.45004925,8.89819577
3,1436802613000,49.45004912,8.89819646
4,1436802660000,49.45004775,8.89819567
5,1436802665000,49.45005488,8.89820074
6,1436802676000,49.45005516,8.89821091
7,1436802685000,49.4500154,8.89824669
8,1436802696000,49.44999035,8.89825685
9,1436802706000,49.4498004,8.89829252
10,1436802716000,49.44959488,8.8985422
11,1436802725000,49.44946017,8.89857414
12,1436802737000,49.44920376,8.89812324
13,1436802747000,49.44930007,8.89831358
14,1436802757000,49.44928028,8.89838687
15,1436802770000,49.44917405,8.89841053
16,1436802777000,49.44913906,8.89839177
17,1436802790000,49.44907661,8.89847745
18,1436802800000,49.44907185,8.89853811
19,1436802810000,49.44869738,8.89776826
20,1436802821000,49.44871234,8.89826157
21,1436802827000,49.44876273,8.89836676
22,1436802838000,49.448906,8.89859318
23,1436802849000,49.44906185,8.89873293
24,1436802859000,49.44914645,8.89899391
25,1436802869000,49.44922061,8.89918746
26,1436802890000,49.4492319,8.89930813
27,1436802900000,49.44909404,8.89943073
28,1436802910000,49.44903012,8.89952463
29,1436802920000,49.44896453,8.89940468
30,1436802931000,49.44891609,8.89949126
31,1436802943000,49.44889475,8.89969086
32,1436802952000,49.44882345,8.8998093
33,1436802961000,49.44883515,8.89993494
34,1436802972000,49.44890073,8.89994307
35,1436802987000,49.44893918,8.90005257
36,1436802992000,49.44884951,8.90012752
37,1436803004000,49.44884819,8.90022624
38,1436803012000,49.44888705,8.90022163
