id,attr_time,attr_lat,attr_lng
1,1436802579000,49.44986158,8.89838109
2,1436802591000,49.44986088,8.89838501
3,1436802610000,49.44988821,8.89855709
4,1436802621000,49.44991431,8.89832792
5,1436802640000,49.45015043,8.89863255
6,1436802645000,49.45019071,8.89852224
7,1436802664000,49.45034138,8.89808643
8,1436802676000,49.45025921,8.89829069
9,1436802687000,49.44995131,8.89842454
10,1436802696000,49.44987117,8.89834766
11,1436802706000,49.44976246,8.89830345
12,1436802717000,49.4496059,8.89823529
13,1436802727000,49.44943641,8.89819731
14,1436802738000,49.44940862,8.89810512
15,1436802748000,49.44931247,8.89813724
16,1436802759000,49.44916619,8.89816832
17,1436802780000,49.44912865,8.89849704
18,1436802793000,49.44882868,8.89880248
19,1436802802000,49.44876747,8.89870958
20,1436802813000,49.44873072,8.89832112
21,1436802823000,49.44874258,8.89834776
22,1436802834000,49.4488587,8.89848559
23,1436802844000,49.44897768,8.89896924
24,1436802855000,49.44896806,8.89904031
25,1436802865000,49.44904586,8.89905171
26,1436802876000,49.44910443,8.89918282
27,1436802888000,49.44907368,8.89925912
28,1436802897000,49.44904285,8.89923242
29,1436802907000,49.44903996,8.89922591
30,1436802918000,49.44903104,8.89924043
31,1436802929000,49.44903572,8.89926151
32,1436802940000,49.44898118,8.89948948
33,1436802950000,49.4489587,8.89970166
34,1436802960000,49.44896976,8.89982729
35,1436802972000,49.44870967,8.89990899
36,1436802983000,49.44855256,8.89980037
37,1436802992000,49.44878811,8.90005602
38,1436803004000,49.4488234,8.90011179
39,1436803013000,49.44878108,8.90012315
