id,attr_time,attr_lat,attr_lng
1,1436802588000,49.44987361,8.89841253
2,1436802611000,49.44987366,8.89841059
3,1436802623000,49.44987366,8.89841058
4,1436802660000,49.44988429,8.8984286
5,1436802665000,49.44988517,8.89842961
6,1436802677000,49.44989008,8.89843445
7,1436802688000,49.44989241,8.89842877
8,1436802695000,49.4498929,8.89842626
9,1436802706000,49.44988058,8.89843421
10,1436802715000,49.44987106,8.8984339
11,1436802725000,49.4498602,8.89843061
12,1436802737000,49.44944667,8.89800107
13,1436802747000,49.44923951,8.89822739
14,1436802758000,49.44915605,8.89822114
15,1436802768000,49.44903696,8.89839845
16,1436802777000,49.44905345,8.89853292
17,1436802790000,49.44905877,8.89854568
18,1436802799000,49.44905555,8.89852168
19,1436802811000,49.44905561,8.89845384
20,1436802817000,49.449048,8.89849159
21,1436802828000,49.44902866,8.89852233
22,1436802838000,49.44901247,8.89855164
23,1436802850000,49.4490352,8.89863313
24,1436802860000,49.4490609,8.89863159
25,1436802870000,49.44906061,8.89869807
26,1436802880000,49.44906297,8.89872756
27,1436802890000,49.44905816,8.89872392
28,1436802900000,49.44906092,8.89872307
29,1436802911000,49.44907109,8.89877162
30,1436802920000,49.44907391,8.89880503
31,1436802931000,49.44906198,8.89882897
32,1436802941000,49.44905625,8.89883846
33,1436802952000,49.44905318,8.89884346
34,1436802961000,49.44905783,8.89887249
35,1436802972000,49.44906274,8.89911026
36,1436802985000,49.44898221,8.89954735
37,1436802994000,49.44883671,8.89969999
38,1436803012000,49.44886632,8.89983975
