id,attr_time,attr_lat,attr_lng
1,1436802581000,49.44982773,8.89843832
2,1436802611000,49.44983619,8.8984388
3,1436802662000,49.44984656,8.89843669
4,1436802667000,49.44984772,8.8984373
5,1436802678000,49.44985182,8.89843473
6,1436802688000,49.44983848,8.89843723
7,1436802698000,49.44960417,8.8982185
8,1436802707000,49.44944016,8.89834435
9,1436802717000,49.44947315,8.89827759
10,1436802728000,49.44945372,8.89825076
11,1436802739000,49.44940983,8.89825497
12,1436802748000,49.44931739,8.89830132
13,1436802759000,49.44919968,8.89834908
14,1436802770000,49.44909048,8.89853363
15,1436802782000,49.44897937,8.89866707
16,1436802792000,49.44885973,8.89876375
17,1436802800000,49.44892953,8.89871543
18,1436802811000,49.44896054,8.89864201
19,1436802821000,49.44885928,8.89865007
20,1436802830000,49.44888276,8.89867292
21,1436802840000,49.44887605,8.89904171
22,1436802851000,49.44888452,8.89909763
23,1436802861000,49.44891873,8.89912901
24,1436802871000,49.44908668,8.8991382
25,1436802882000,49.4491495,8.89919999
26,1436802891000,49.44905295,8.89931131
27,1436802901000,49.44902402,8.89947881
28,1436802913000,49.44904578,8.89940021
29,1436802923000,49.44904423,8.89936943
30,1436802933000,49.44903596,8.89939579
31,1436802946000,49.44904595,8.89939971
32,1436802954000,49.44903732,8.89939722
33,1436802964000,49.44903447,8.89939783
34,1436802975000,49.44903233,8.89939749
35,1436802986000,49.44903004,8.89939853
36,1436803002000,49.44902953,8.89940216
37,1436803006000,49.44900674,8.89939126
